bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,area,price
5,1,2,0,0,1,0,0,0,0,1,7.552237287560802,15.283384906076588
3,1,1,1,1,1,0,0,2,0,1,8.312626025674962,15.283384906076588
4,1,2,1,0,0,0,0,2,0,2,8.160518247477505,15.283384906076588
4,1,2,1,0,0,0,0,0,0,1,8.771835409789817,15.283384906076588
2,1,1,1,0,1,0,0,0,0,2,8.302017809751204,15.278534451942837
2,1,1,1,0,0,0,0,1,0,1,8.389359819906353,15.275287695843968
2,1,1,1,0,0,0,0,1,1,1,9.245707515813473,15.275287695843968
3,1,2,1,0,1,0,0,2,1,1,8.131530710604252,15.268762387209046
2,1,1,1,0,0,0,0,0,0,2,8.757783656334167,15.267124385204808
2,1,2,1,0,0,0,0,0,0,0,8.757783656334167,15.267124385204808
2,1,1,1,0,0,0,1,2,0,2,8.411832675758411,15.267124385204808
3,1,2,0,1,1,0,1,0,0,0,7.684783943522785,15.267124385204808
4,1,2,1,0,0,0,0,0,0,2,8.38022733634308,15.267124385204808
2,1,1,1,0,0,0,0,1,0,2,8.958025443361693,15.267124385204808
3,1,2,1,1,0,0,0,0,0,1,8.8023721336499,15.258893886068291
3,1,1,1,0,1,0,0,0,1,2,7.932721027481948,15.258893886068291
3,1,2,1,0,0,0,1,0,0,0,8.612503371220562,15.250595083253597
3,1,2,1,0,1,0,1,0,0,0,8.525161361065415,15.250595083253597
2,1,1,1,1,1,0,0,2,0,1,8.674196940225903,15.250595083253597
4,3,2,0,0,0,0,0,0,0,1,7.867105500316739,15.250595083253597
3,1,2,1,0,1,0,1,0,0,0,7.990576881743923,15.250595083253597
4,2,2,0,0,0,0,0,0,0,1,7.918264686095274,15.250595083253597
2,1,1,0,0,0,0,0,1,0,0,8.391629968440892,15.250595083253597
4,2,2,0,0,0,0,0,0,0,1,8.294049640102028,15.250595083253597
3,1,2,0,0,0,0,0,0,0,1,7.751475318021456,15.250595083253597
3,2,2,1,0,0,0,1,1,0,1,8.433811582477187,15.250595083253597
3,2,2,1,0,1,0,0,0,0,0,8.199738960630786,15.250595083253597
3,1,1,1,0,0,1,0,2,0,1,8.66561319653451,15.250595083253597
3,1,1,1,0,0,0,0,3,0,2,8.85366542803745,15.250595083253597
3,1,3,1,0,0,0,0,0,0,1,8.313607139317558,15.250595083253597
3,1,2,1,0,0,0,0,0,1,1,8.166216268592143,15.250595083253597
3,1,3,1,0,0,0,0,1,1,0,7.6708948313621175,15.250595083253597
3,1,1,1,0,1,0,0,0,0,2,8.411832675758411,15.250595083253597
3,1,1,1,0,1,0,0,3,0,1,9.017968479328726,15.2489270261529
3,1,2,1,0,0,0,0,1,0,1,8.146129510025405,15.2489270261529
3,1,2,1,0,0,0,0,1,0,1,8.484669999710677,15.24222683358308
3,1,2,1,0,0,0,0,2,0,1,8.313852267398207,15.24222683358308
3,1,2,1,0,1,0,0,1,0,1,8.305484017727691,15.24222683358308
4,1,2,1,0,0,0,1,0,0,1,8.440744019252831,15.233787964937216
3,1,1,1,0,1,0,0,0,0,1,8.697011617992073,15.233787964937216
2,1,1,1,0,1,0,0,1,0,1,8.70946507906336,15.232091611689038
3,1,1,1,0,1,0,1,0,1,2,8.1886891244442,15.226131611075223
3,2,2,1,0,0,0,0,0,0,1,8.210668031162976,15.225277275269306
2,1,2,1,0,0,0,0,1,0,1,8.303999970955196,15.225277275269306
2,1,1,1,0,0,0,1,0,0,1,8.630521876723241,15.225277275269306
4,2,2,0,0,1,0,0,1,0,0,8.68270762989381,15.216693531577915
3,2,2,1,0,0,0,0,2,0,0,8.515591910049263,15.216693531577915
3,1,1,1,0,0,0,0,0,0,1,8.375629627094451,15.216693531577915
4,1,3,1,0,1,0,1,2,0,1,8.006367567650246,15.216693531577915
3,1,2,1,0,0,0,0,2,1,2,8.371010681238156,15.216693531577915
3,2,2,1,0,0,1,0,2,0,1,8.196987927258897,15.208035468834801
3,2,1,1,0,1,0,1,1,0,2,8.14902386805177,15.208035468834801
3,1,1,1,0,0,0,0,3,0,1,8.594154232552366,15.208035468834801
3,1,2,0,0,1,0,1,0,0,1,8.411832675758411,15.203678163465845
4,1,2,1,0,0,0,1,0,0,1,8.14902386805177,15.203678163465845
4,1,1,0,0,1,0,0,0,0,0,8.318742252692399,15.199301788866046
3,1,2,0,0,0,0,1,1,0,1,8.776475789346321,15.199301788866046
3,2,2,0,0,1,0,1,0,0,1,8.411832675758411,15.199301788866046
3,1,2,1,0,0,0,0,0,0,2,8.283999304248526,15.199301788866046
2,1,2,1,1,1,0,0,0,1,0,8.306472160100585,15.199301788866046
3,2,1,1,1,1,0,0,3,0,2,8.890135107818843,15.181602211766645
4,1,2,1,1,1,0,0,0,0,1,8.612503371220562,15.181602211766645
3,1,2,1,0,0,0,0,0,0,1,8.006367567650246,15.181602211766645
2,1,1,1,0,0,1,0,1,0,2,8.098642843759418,15.181602211766645
2,1,1,1,0,1,0,1,2,0,2,8.246958032568177,15.181602211766645
3,1,1,1,0,0,0,1,2,0,1,8.997147151515142,15.181602211766645
4,2,1,1,0,1,0,0,0,1,0,7.6708948313621175,15.181602211766645
2,1,2,1,1,1,0,0,0,0,1,8.237479288613633,15.172633541783885
4,2,2,1,0,0,0,0,0,0,2,8.064636475774222,15.172633541783885
5,2,2,1,0,0,0,0,0,0,1,8.575462099540212,15.163583706263967
2,2,1,1,0,1,0,0,2,0,1,8.064636475774222,15.163583706263967
3,1,2,1,0,0,0,1,0,0,2,8.87514731685335,15.163583706263967
2,1,1,1,0,0,0,0,0,0,1,8.313852267398207,15.163583706263967
2,1,1,1,0,0,0,0,0,0,1,8.25582842728183,15.163583706263967
3,1,2,1,0,1,0,0,0,1,1,7.608374474380783,15.163583706263967
2,1,2,1,1,0,0,0,0,1,1,7.685243607975833,15.163583706263967
3,1,2,1,0,0,0,0,0,0,0,8.116715624819111,15.159940714985465
2,2,1,0,0,1,0,0,0,0,1,8.055157731819678,15.154451222700695
3,1,2,1,0,0,0,0,0,0,1,8.480529207044645,15.14523456759577
2,1,2,1,0,0,1,0,1,0,1,8.13739583005665,15.14523456759577
2,1,1,1,0,0,0,0,0,0,1,8.1886891244442,15.14523456759577
2,1,1,1,0,0,0,0,2,0,0,8.670772279344538,15.14523456759577
3,1,3,1,0,0,0,0,0,1,2,7.957177323459475,15.14523456759577
2,1,1,1,0,0,0,0,1,0,2,9.035986984831405,15.14523456759577
3,1,1,1,0,0,0,0,2,0,2,9.017968479328726,15.143380998946448
5,2,1,0,0,1,0,1,1,0,2,7.832014180505469,15.143380998946448
4,1,2,0,0,0,0,0,1,0,2,8.84361509218395,15.143380998946448
2,1,1,1,0,0,0,0,0,1,1,8.15478757276852,15.135932174933457
3,1,1,1,0,0,0,0,1,0,0,8.1886891244442,15.126542434583618
2,1,1,1,0,0,0,0,0,0,1,8.303999970955196,15.126542434583618
3,1,1,1,0,0,0,0,0,0,1,8.702842538302868,15.126542434583618
2,1,1,1,0,0,0,0,0,0,2,8.306472160100585,15.126542434583618
2,1,1,1,0,0,1,0,0,0,1,8.18423477409482,15.126542434583618
3,1,2,0,0,1,1,0,0,0,1,8.045588280803528,15.12465385989575
2,1,1,1,0,0,0,0,0,0,2,8.60337088765729,15.12465385989575
2,1,1,1,0,1,0,0,0,0,2,8.196987927258897,15.117063690629074
2,1,1,1,0,0,0,1,0,0,0,8.196987927258897,15.117063690629074
2,1,1,0,0,0,0,0,0,0,1,8.637639344492104,15.117063690629074
2,1,1,1,0,0,0,0,0,0,2,8.1886891244442,15.117063690629074
2,1,1,1,0,0,0,1,2,0,1,8.361708288575842,15.107494239612924
3,1,2,1,0,1,0,0,0,0,1,8.180320874773685,15.107494239612924
3,1,2,0,0,1,0,0,0,0,1,8.064636475774222,15.107494239612924
2,1,2,1,0,0,0,1,0,0,2,8.006367567650246,15.107494239612924
2,2,1,1,0,1,0,0,0,0,1,8.166216268592143,15.107494239612924
3,1,2,1,1,1,0,0,0,0,0,8.692825760059396,15.107494239612924
3,2,2,1,0,0,0,0,2,0,1,8.326032685955079,15.107494239612924
3,2,2,0,0,1,0,0,0,1,0,7.955074273262696,15.107494239612924
3,1,3,1,0,0,1,1,0,1,1,7.729735331385051,15.107494239612924
3,1,1,1,0,0,0,0,2,1,0,8.166216268592143,15.10556931120334
2,1,1,1,0,0,0,0,0,0,1,8.411832675758411,15.097832328701186
2,1,1,1,0,0,0,0,0,1,1,8.294049640102028,15.097832328701186
3,1,2,1,0,1,0,0,0,0,2,8.055157731819678,15.088076153755821
4,2,2,1,0,1,0,0,2,0,2,8.411832675758411,15.088076153755821
2,1,1,0,0,0,0,0,0,0,2,8.411832675758411,15.088076153755821
2,1,1,1,0,0,0,0,0,0,0,8.199738960630786,15.088076153755821
3,1,1,1,0,0,0,0,2,0,0,8.25582842728183,15.07822385731281
3,1,2,1,0,0,0,1,0,0,1,8.352318548226004,15.068273526459642
3,1,2,1,0,0,0,0,0,0,0,8.202482446576537,15.068273526459642
4,1,2,1,0,0,0,0,0,0,1,8.433811582477187,15.068273526459642
3,2,2,0,0,0,0,0,0,0,0,7.666221925662725,15.068273526459642
3,1,2,1,0,1,0,0,0,0,1,8.01829613851552,15.068273526459642
3,1,2,1,0,0,0,0,0,0,1,8.29154650988391,15.068273526459642
3,1,1,0,0,0,0,0,0,0,0,8.912473274466036,15.068273526459642
3,1,1,0,0,0,0,1,0,0,0,8.15478757276852,15.068273526459642
6,1,2,1,0,0,0,0,1,0,0,8.1886891244442,15.068273526459642
2,1,1,1,0,0,0,0,1,0,1,8.199738960630786,15.068273526459642
2,1,1,1,0,0,0,0,1,0,2,8.68270762989381,15.068273526459642
3,1,2,1,0,0,0,0,1,0,0,8.045588280803528,15.068273526459642
2,1,1,1,0,0,0,0,1,0,1,8.902455592206882,15.068273526459642
2,1,1,1,0,0,0,0,1,1,0,8.163940954755008,15.068273526459642
3,1,2,1,0,0,0,0,3,1,0,9.159047077588632,15.068273526459642
2,1,1,1,0,0,0,0,0,0,0,8.679312040892672,15.068273526459642
3,1,1,1,0,0,0,0,0,0,0,9.468387639298273,15.068273526459642
3,1,2,0,0,0,0,0,0,0,0,8.496990484098719,15.066271523788968
3,1,1,1,0,0,0,0,0,0,0,8.026170194946426,15.05822319060614
2,1,1,1,0,0,0,0,1,1,0,8.57922858233569,15.05822319060614
3,1,3,1,0,0,0,0,0,1,2,7.6708948313621175,15.05822319060614
2,1,1,1,0,0,0,0,0,0,0,8.294049640102028,15.048070819142122
2,1,1,1,0,0,0,0,2,0,0,8.066207568006265,15.048070819142122
3,1,1,1,0,0,0,0,0,0,0,8.25582842728183,15.048070819142122
3,1,3,1,0,0,0,0,0,1,2,7.6708948313621175,15.048070819142122
3,1,2,1,0,1,0,0,0,1,0,7.867105500316739,15.048070819142122
3,2,2,1,0,1,0,0,0,1,0,7.575584651557793,15.048070819142122
2,1,1,1,0,0,0,0,0,0,0,8.303999970955196,15.046027917512323
3,1,2,1,1,1,0,1,1,0,2,8.473241303887054,15.037814318974933
3,1,1,1,0,1,0,0,2,0,0,8.146129510025405,15.037814318974933
2,1,1,1,0,0,0,0,0,0,2,8.199738960630786,15.037814318974933
4,1,2,1,0,0,0,1,2,0,0,8.160518247477505,15.027451531939388
4,1,3,0,0,0,0,0,0,0,1,8.509161019718974,15.027451531939388
2,1,2,1,0,0,0,0,0,0,0,8.323608442343572,15.027451531939388
2,1,1,1,0,0,0,0,0,0,0,8.465899897028686,15.027451531939388
2,1,1,0,0,0,0,1,0,0,0,8.221478947267192,15.027451531939388
3,1,1,1,0,0,0,0,0,0,0,8.229511118964457,15.027451531939388
3,1,2,0,0,1,0,0,0,0,1,8.039157390473237,15.027451531939388
2,1,1,1,0,1,0,0,2,0,2,8.066207568006265,15.027451531939388
3,1,1,0,0,0,0,0,0,0,2,7.90100705199242,15.025366025448365
3,1,2,1,0,1,0,0,0,1,2,7.6708948313621175,15.01908328226887
2,1,1,1,0,0,0,0,1,0,0,8.303999970955196,15.016980232072092
4,1,2,1,0,0,0,0,0,0,0,8.471149252914831,15.016980232072092
2,1,1,0,0,0,0,1,0,0,0,7.824046010856292,15.006398122741555
4,1,2,1,0,1,0,1,0,0,0,8.064636475774222,15.006398122741555
3,1,1,1,1,1,0,0,0,0,2,8.70946507906336,15.006398122741555
4,1,2,0,0,0,0,0,1,0,1,8.15478757276852,15.006398122741555
4,1,2,1,0,0,0,0,0,0,1,8.240648863374913,15.006398122741555
2,1,1,1,0,0,0,0,0,0,0,8.303999970955196,15.006398122741555
3,1,2,1,0,1,0,0,0,1,2,7.6708948313621175,15.006398122741555
3,1,1,1,0,0,0,0,1,0,0,8.679312040892672,15.006398122741555
2,1,1,0,0,0,0,0,0,0,1,8.411832675758411,14.995702833624806
2,1,1,0,0,0,0,0,0,0,0,8.276394704863307,14.995702833624806
4,1,2,1,0,1,0,0,0,0,0,8.199738960630786,14.989230319119189
3,1,2,1,0,0,0,0,0,0,0,8.382518288089635,14.98489191752059
2,1,1,1,0,0,0,1,1,0,0,7.895063498091573,14.98489191752059
3,1,1,0,0,0,0,0,1,0,0,8.371010681238156,14.98489191752059
3,1,2,0,0,0,0,0,0,0,2,8.045588280803528,14.98489191752059
1,1,1,1,0,0,0,0,0,0,2,8.146129510025405,14.962913010801817
2,2,1,0,1,1,0,0,1,0,0,8.29054350077274,14.962913010801817
2,1,1,0,0,1,0,0,0,0,1,8.160518247477505,14.962913010801817
2,1,1,1,0,0,0,0,2,0,1,8.31752199628717,14.962913010801817
3,1,2,0,0,1,0,0,0,0,0,7.408530566894626,14.962913010801817
3,1,2,1,0,1,0,0,0,0,1,8.146129510025405,14.962913010801817
2,1,1,1,0,0,0,0,0,0,1,8.817297783866575,14.962913010801817
3,1,2,1,0,0,0,0,2,0,1,9.104979856318357,14.962913010801817
2,1,1,1,0,0,0,0,1,0,0,8.029107054619736,14.962913010801817
3,1,2,1,0,0,0,1,0,0,0,8.411832675758411,14.960688315779704
3,1,1,1,0,1,0,0,0,0,0,8.611593866837723,14.95622402265102
3,1,1,1,0,0,0,0,0,1,1,7.7823903355874595,14.952974902096178
3,1,1,0,0,0,0,1,0,0,0,8.006367567650246,14.951739710203691
3,1,2,1,0,0,0,0,0,0,0,8.25582842728183,14.951739710203691
2,1,1,1,0,0,0,0,0,0,0,8.160518247477505,14.951739710203691
2,1,1,1,0,0,0,0,1,0,0,8.99961934066053,14.942710303484297
2,1,1,1,0,1,0,1,0,0,0,8.509161019718974,14.940440154949757
3,1,2,0,0,1,0,0,0,0,1,7.67786350067821,14.940440154949757
2,1,1,1,1,1,0,0,0,0,0,8.035926369891792,14.940440154949757
2,1,2,1,0,0,1,0,1,0,1,8.411832675758411,14.940440154949757
2,1,1,1,0,0,0,0,0,0,0,8.242756345714477,14.929011459126134
3,1,2,0,0,0,0,0,0,0,1,8.035926369891792,14.917450636725059
3,1,2,1,0,0,0,0,2,0,1,8.083328608786376,14.917450636725059
2,1,1,1,0,0,0,0,0,0,1,7.949797216161852,14.917450636725059
2,1,1,1,0,0,0,0,0,0,2,8.433811582477187,14.917450636725059
3,1,1,0,0,0,0,0,0,0,0,8.532278828834277,14.917450636725059
3,1,2,1,0,0,0,0,0,0,0,8.229511118964457,14.917450636725059
4,1,2,1,0,0,0,0,3,0,1,8.196987927258897,14.917450636725059
2,1,1,1,0,0,0,0,0,0,0,8.99342737041261,14.915122346965468
4,1,2,0,0,0,0,0,1,0,0,8.378390788535778,14.905754596961867
2,1,2,1,0,0,0,0,0,0,1,8.006367567650246,14.901037607083728
3,1,2,1,0,1,0,0,1,0,0,8.674196940225903,14.893920139314865
2,1,1,1,0,0,0,0,0,0,0,8.509161019718974,14.893920139314865
3,1,2,0,0,0,0,0,1,0,0,8.1886891244442,14.893920139314865
4,1,2,0,0,0,0,0,0,0,0,8.205218426395412,14.893920139314865
3,1,2,0,0,0,0,0,1,0,1,8.15478757276852,14.893920139314865
2,1,1,0,0,0,0,0,0,0,2,7.90100705199242,14.893920139314865
3,1,2,0,0,0,0,0,0,0,0,8.055157731819678,14.893920139314865
3,1,2,1,0,0,0,0,0,0,1,8.797095076549056,14.893920139314865
2,1,1,0,0,0,0,0,0,0,0,8.019612794400267,14.869822587735804
2,1,1,1,0,0,0,0,0,0,0,8.196987927258897,14.869822587735804
2,1,1,1,0,0,0,0,0,0,1,8.699514748210191,14.869822587735804
4,1,2,1,0,0,0,0,0,0,0,8.594154232552366,14.869822587735804
4,1,3,1,0,0,0,0,0,0,0,8.556413904569519,14.863706360718368
3,1,2,0,0,0,0,0,1,0,1,8.101677747454572,14.85755249514399
3,1,2,0,0,0,1,0,1,0,0,8.37793112408273,14.85755249514399
2,1,1,0,0,0,0,0,1,0,2,7.878534196140362,14.85755249514399
3,1,2,1,0,1,0,0,1,0,0,7.882314918980268,14.845129975145433
3,1,1,1,0,0,0,0,0,0,2,8.283999304248526,14.845129975145433
2,1,1,1,0,0,0,0,0,0,0,8.824677891164198,14.819812167161142
3,1,2,1,0,0,0,0,1,0,0,8.294049640102028,14.819812167161142
2,1,1,1,0,0,0,0,0,0,0,8.294049640102028,14.806908762325234
2,1,1,1,0,0,0,0,0,0,0,8.277411998949004,14.793836680757881
2,1,2,1,0,0,0,0,0,0,1,7.600902459542082,14.793836680757881
3,3,2,0,1,0,0,0,0,0,0,8.196987927258897,14.793836680757881
3,1,1,1,0,0,0,0,0,0,0,7.937374696163295,14.793836680757881
3,1,1,0,0,0,0,0,0,0,0,7.795646536334594,14.793836680757881
2,1,1,1,0,0,0,0,1,0,1,8.15478757276852,14.793836680757881
3,1,1,1,0,0,0,0,0,0,1,8.294049640102028,14.793836680757881
2,1,1,1,0,0,0,1,0,0,0,8.066207568006265,14.791201633119877
3,1,2,1,0,0,0,1,0,0,0,8.294049640102028,14.791201633119877
2,1,1,0,0,0,0,0,0,0,0,7.975908360165538,14.772559282310597
2,1,1,1,0,0,0,0,0,0,0,8.1886891244442,14.767168433675721
2,1,1,1,0,0,0,0,0,0,0,8.389359819906353,14.767168433675721
2,2,2,1,0,1,0,0,1,0,2,8.1886891244442,14.767168433675721
3,1,1,0,0,0,0,0,0,0,0,7.965545573129992,14.739769459487606
3,1,1,0,0,0,0,0,0,0,0,8.064636475774222,14.739769459487606
2,1,2,1,0,0,0,0,0,0,2,8.006367567650246,14.739769459487606
3,1,2,1,0,0,0,0,0,0,0,8.389359819906353,14.725783217512866
3,1,2,0,0,0,0,0,0,0,1,8.006367567650246,14.725783217512866
3,1,2,1,0,1,0,0,0,0,0,8.07402621612406,14.71159858252091
2,1,1,0,1,0,0,0,1,0,0,8.083328608786376,14.71159858252091
2,1,1,1,0,0,0,0,1,0,0,8.006367567650246,14.71159858252091
2,1,1,1,1,0,0,0,0,0,0,8.160518247477505,14.71159858252091
2,1,2,1,0,0,0,0,0,0,0,8.484669999710677,14.71159858252091
2,1,1,1,0,0,0,0,0,0,0,8.948975607841776,14.71159858252091
2,1,1,0,0,0,0,0,0,0,0,8.19836438996762,14.694307085410848
3,1,2,1,0,0,0,0,0,0,2,7.813995675002791,14.682611045647658
4,2,2,1,0,0,0,0,0,0,2,7.932721027481948,14.682611045647658
2,1,1,1,0,0,0,0,0,0,0,8.090708716083997,14.682611045647658
2,1,1,1,0,0,0,0,0,0,0,8.199738960630786,14.667795959862516
2,1,1,1,0,0,0,0,0,0,0,8.064636475774222,14.652758082497977
2,1,1,0,0,1,0,0,0,0,1,7.515344571180436,14.637490610367188
1,1,1,0,0,0,0,0,0,0,0,8.286521373681236,14.637490610367188
3,1,2,1,0,1,0,0,0,0,0,8.286521373681236,14.637490610367188
3,1,1,0,0,0,1,0,0,0,0,7.575584651557793,14.621986423831222
3,1,1,0,0,0,0,1,0,1,0,8.575462099540212,14.618856530822296
2,1,1,0,0,0,0,0,0,0,0,8.006367567650246,14.573977204644862
3,1,2,1,0,0,0,0,0,0,0,7.783224016336037,14.557447902693651
4,1,2,1,0,0,0,0,0,0,0,8.006367567650246,14.557447902693651
2,1,1,1,0,0,0,0,1,0,0,8.11969625295725,14.557447902693651
5,1,2,0,0,0,0,0,0,0,0,8.13739583005665,14.4884550312067
3,1,2,1,0,0,0,0,0,0,0,7.438383530044307,14.452087387035824
2,1,1,1,0,0,0,0,0,0,0,8.202208436436448,14.452087387035824
2,1,1,0,0,0,0,0,1,0,0,8.003028666384733,14.433395254023672
2,1,1,1,0,1,0,0,2,0,0,8.006367567650246,14.414347059052979
3,1,1,0,0,0,0,0,0,0,1,7.783224016336037,14.384878637342375
2,1,1,1,0,0,0,0,0,0,0,8.194229304819817,14.375126345899696
3,1,1,0,0,0,0,0,0,0,2,7.975908360165538,14.375126345899696
3,1,2,1,0,0,0,0,0,0,0,8.25582842728183,14.375126345899696
